OverallQual,GrLivArea,TotalBsmtSF,GarageArea,1stFlrSF,FullBath,TotRmsAbvGrd,YearRemodAdd,SalePrice,YearBuilt,CentralAir,Neighborhood,RoofMatl,HouseStyle,KitchenQual,SaleCondition,SaleType
7,1232,1232,632,1232,2,6,2007,194500,108,1,5,1,2,2,4,8
5,1776,1584,888,1776,2,9,1958,110000,59,1,12,1,2,3,0,0
4,1208,780,539,848,1,5,1950,103000,29,1,9,1,0,3,4,8
8,1616,1595,608,1616,2,5,1996,236500,96,1,22,1,2,2,4,8
7,1146,868,438,1146,2,6,2003,187500,104,1,23,1,7,2,4,8
7,2031,1153,541,1153,2,8,1999,222500,99,1,5,1,5,2,4,8
5,1144,864,264,1144,1,6,1983,131400,62,1,19,1,2,3,4,8
5,948,948,300,948,1,6,1968,108000,69,1,19,1,2,3,3,8
7,1768,880,320,880,1,6,1970,163000,18,0,17,1,4,3,4,8
3,1040,0,400,1040,2,6,1950,93500,51,0,12,1,2,3,4,8
8,1801,893,800,901,2,8,2005,239900,106,1,8,1,5,2,4,8
5,1200,1200,0,1200,3,5,1988,179000,88,1,7,1,2,3,2,8
7,1728,864,572,864,2,7,2004,190000,105,1,5,1,5,2,4,8
5,1432,264,360,768,2,7,2002,132000,14,1,17,1,5,3,0,8
6,912,912,288,912,1,5,1996,142000,62,1,19,1,2,2,4,8
7,1349,1349,539,1349,2,6,2001,179000,101,1,20,1,2,3,4,8
5,1464,520,480,1464,2,6,1999,175000,64,1,19,1,7,3,4,8
8,1337,1337,462,1337,2,5,1993,180000,94,1,22,1,2,2,4,8
8,2715,1142,831,1175,3,11,1996,299800,77,1,14,1,5,2,4,8
7,2256,952,554,980,2,8,2000,236000,101,1,8,1,5,2,4,8
7,2640,1240,864,1320,1,8,2003,265979,2,0,17,1,5,2,4,8
7,1720,1720,527,1720,2,7,1996,260400,97,1,15,1,2,2,4,8
4,1529,0,240,1088,2,9,1950,98000,46,0,7,1,0,3,4,8
4,1140,576,0,792,1,7,2004,96500,14,1,17,1,0,3,4,8
7,1320,660,400,660,2,6,2003,162000,104,1,8,1,5,2,4,8
6,1494,1479,576,1494,2,6,1997,217000,98,1,5,1,2,2,4,8
8,2098,1030,878,1038,2,8,2005,275500,106,1,16,1,5,0,4,8
6,1026,1026,440,1026,1,5,2005,156000,70,1,12,1,2,2,4,8
6,1471,729,440,742,2,6,1999,172500,100,1,21,1,5,3,4,8
8,1768,866,578,866,2,7,2007,212000,108,1,5,1,5,2,4,8
6,1386,672,440,672,2,6,1978,158900,79,1,19,1,5,3,0,8
7,1501,744,440,757,2,6,1999,179400,100,1,21,1,5,3,4,8
8,2531,1318,752,1328,2,9,1995,290000,96,1,15,1,5,2,4,8
6,864,864,300,864,1,5,1959,127500,60,1,12,1,2,3,4,8
5,1301,1145,440,1301,1,5,1950,100000,28,1,3,1,2,1,4,8
7,1547,756,614,764,2,7,2009,215200,110,1,21,1,5,2,4,2
8,2365,1252,856,1268,2,8,1999,337000,100,1,15,1,5,2,4,8
8,1494,1494,481,1494,1,6,1996,270000,96,1,24,1,2,0,4,8
9,1506,1498,592,1506,2,6,2008,264132,109,1,21,1,2,0,5,6
7,1714,980,496,980,2,7,1988,196500,89,1,14,1,5,3,4,8
6,1750,983,423,983,2,7,1985,160000,43,1,11,1,0,3,4,8
7,1836,1860,484,1836,2,8,2005,216837,105,1,5,1,2,2,4,8
8,3279,1650,841,1690,3,12,2003,538000,104,1,22,1,5,0,4,8
5,858,858,576,858,1,5,1982,134900,83,1,19,1,6,3,4,8
4,1220,836,396,1220,1,6,1951,102000,52,1,7,1,2,3,4,0
6,1117,1029,672,1117,1,6,1976,107000,77,1,7,1,7,3,0,8
5,912,912,275,912,1,5,1958,114500,59,1,12,1,2,3,4,0
8,1973,1935,895,1973,2,9,2006,395000,107,1,16,1,2,2,5,6
6,1204,1204,412,1204,2,5,1998,162000,99,1,11,1,2,3,4,8
7,1614,1614,865,1614,2,7,2006,221500,106,1,5,1,2,2,5,6
5,894,864,440,894,1,5,1974,142500,75,1,19,1,2,3,4,8
5,2020,0,630,2020,2,10,1977,144000,78,1,20,1,2,3,4,8
6,1004,975,504,1004,1,4,1977,135000,78,1,11,1,6,3,4,8
7,1253,1237,402,1253,2,6,1996,176000,96,1,8,1,2,3,4,8
6,1603,761,484,810,2,7,1992,175900,93,1,20,1,5,2,4,8
7,1430,1413,605,1430,2,6,2002,187100,102,1,5,1,2,2,4,8
5,1110,1097,602,1110,1,4,1978,165500,79,1,11,1,6,2,4,8
6,1484,742,0,742,2,9,2001,128000,18,1,17,1,4,3,4,8
6,1342,1372,457,1342,2,7,1967,161500,68,1,14,1,2,3,4,8
5,1652,686,416,966,2,7,1950,139000,19,1,17,1,0,3,4,8
7,2084,956,618,956,2,8,2004,233000,105,1,20,1,5,2,4,8
4,901,901,281,901,1,4,2000,107900,55,1,17,1,2,3,4,8
6,2087,832,444,976,2,9,2007,187500,67,1,4,1,5,2,4,8
7,1145,1145,397,1145,2,5,2006,160200,106,1,0,1,2,2,4,8
6,1062,1029,539,1062,1,5,1976,146800,77,1,11,1,7,3,4,8
7,2013,1117,455,1127,2,8,1997,269790,97,1,15,1,5,3,4,8
8,1496,1496,474,1496,2,7,2007,225000,108,1,21,1,2,2,5,6
7,1895,712,409,1086,2,7,1996,194500,95,1,8,1,5,2,4,8
6,1564,650,476,888,2,7,1981,171000,81,1,20,1,5,3,4,8
6,1285,660,528,1285,1,7,1977,143500,78,1,19,1,2,3,4,8
5,773,773,240,773,1,4,1953,110000,54,1,12,1,2,3,0,8
9,3140,1926,820,1966,3,11,2009,485000,109,1,16,1,5,0,5,6
5,1768,731,240,981,1,7,1950,175000,40,1,18,1,0,2,4,8
6,1688,616,603,616,2,8,1997,200000,98,1,4,1,5,2,4,8
4,1196,1196,440,1196,1,5,1990,109900,20,1,9,1,2,3,4,8
7,1456,728,410,728,2,7,2005,189000,106,1,5,1,5,2,4,8
9,2822,1734,1020,1734,3,12,2009,582933,109,1,16,1,5,0,5,6
5,1128,936,286,1128,1,5,1954,118000,55,1,12,1,2,3,3,8
7,1428,1417,554,1428,2,6,2008,227680,109,1,21,1,2,0,5,6
5,980,980,384,980,2,6,1967,135500,68,1,12,1,7,3,4,8
5,1576,1324,528,1072,1,6,2004,223500,27,1,3,1,5,2,4,8
5,1086,1024,484,1086,1,6,1966,159950,67,1,12,1,7,3,4,8
5,2138,849,360,1075,2,11,1965,106000,8,0,17,1,4,3,4,8
6,1309,1040,484,1309,1,5,1999,181000,75,1,14,1,2,2,4,8
6,848,848,420,848,1,4,2004,144500,105,1,5,1,2,2,4,3
5,1044,540,504,1044,1,4,1952,55993,53,0,9,1,2,1,2,8
6,1442,1442,301,1442,1,7,1958,157900,59,1,12,1,2,3,4,0
5,1250,686,280,686,1,7,1950,116000,22,1,7,1,0,1,4,8
7,1661,1649,598,1661,2,6,1998,224900,99,1,5,1,2,2,4,8
5,1008,1008,275,1008,1,4,1954,137000,55,1,12,1,2,3,4,8
8,1689,1568,857,1689,2,7,2002,271000,103,1,11,1,2,2,4,8
6,1052,1010,440,1052,1,6,1971,155000,72,1,4,1,7,3,4,8
7,1358,1358,484,1358,2,6,2010,224000,110,1,16,1,2,2,5,6
7,1640,798,595,798,2,6,2003,183000,104,1,5,1,5,2,4,8
4,936,936,576,936,1,4,1953,93000,54,0,17,1,2,3,4,8
7,1733,847,433,847,2,7,2003,225000,104,1,8,1,5,2,3,8
6,1489,778,240,944,2,7,1950,139500,43,1,18,1,0,3,4,8
8,1489,1489,776,1489,2,7,2006,232600,107,1,21,1,2,2,5,6
10,2084,2078,1220,2084,2,7,2008,385000,108,1,16,1,2,0,5,6
5,784,784,0,784,1,5,1950,109500,28,1,3,1,1,2,4,8
7,1434,1454,527,1434,2,6,2001,189000,102,1,20,1,2,2,4,8
5,2126,1013,538,1160,2,7,1967,185000,68,1,4,5,5,3,0,8
7,1223,600,480,520,2,4,2005,147400,106,1,21,1,5,2,4,8
6,1392,1392,458,1392,1,6,1957,166000,58,1,12,1,2,3,4,8
7,1200,600,480,520,2,4,2005,151000,106,1,21,1,5,2,4,8
7,1829,941,613,941,2,7,2003,237000,104,1,5,1,5,2,4,8
6,1516,1516,472,1516,1,6,1964,167000,65,1,12,1,2,3,4,8
5,1144,1144,456,1144,1,6,1961,139950,62,1,12,1,2,3,4,8
4,1067,1067,436,1067,2,4,1995,128000,51,1,19,1,2,2,4,8
5,1559,1559,812,1559,1,5,1973,153500,49,1,17,1,2,3,4,0
6,987,483,264,483,1,5,1973,100000,74,1,2,1,5,3,4,8
5,1099,1099,352,1099,1,6,2006,144000,96,1,5,1,2,2,4,8
5,1200,768,240,768,1,6,1995,130500,47,1,7,1,0,3,4,8
6,1482,672,400,810,2,7,1950,140000,29,0,18,1,5,1,4,8
5,1539,650,686,958,2,8,2002,157500,10,1,17,1,5,2,4,8
6,1165,1127,490,1165,1,6,1966,174900,67,1,12,1,7,3,4,8
5,1800,1800,0,1800,2,10,1961,141000,62,0,12,1,2,3,4,8
5,1416,876,720,876,1,7,1950,153900,19,1,17,1,0,3,4,8
5,1701,1390,611,1701,2,6,1981,171000,76,1,19,1,6,3,4,8
7,1775,740,425,1006,2,7,1993,213000,94,1,20,1,5,2,4,8
5,864,864,338,864,1,5,1972,133500,73,1,5,1,2,3,4,8
6,2358,907,360,1307,3,10,1997,240000,13,1,4,1,0,3,4,8
6,1855,528,512,1094,2,7,1994,187000,77,1,24,1,7,3,4,8
6,848,848,420,848,1,3,2003,131500,104,1,5,1,2,2,4,8
8,1456,1273,400,1456,2,7,2003,215000,104,1,0,1,2,2,4,8
7,1646,918,240,918,2,7,1950,164000,44,1,6,1,4,3,4,8
6,1445,1127,645,1445,1,7,1964,158000,65,1,12,1,7,3,4,8
5,1779,1763,454,1779,1,6,1974,170000,56,1,19,1,2,3,0,8
5,1040,1040,260,1040,1,6,2010,127000,63,1,19,1,2,3,4,8
6,1026,940,576,1026,1,5,1978,147000,79,1,5,1,7,3,4,8
6,1481,702,343,702,2,6,1995,174000,95,1,8,1,5,3,4,8
7,1370,1090,479,1370,2,6,1976,152000,77,1,14,1,2,3,3,8
6,2654,1054,619,1512,2,9,1984,250000,69,1,14,1,5,2,4,8
7,1426,912,216,912,1,7,1998,189950,22,1,6,1,0,2,4,8
5,1039,1039,504,1039,1,6,1965,131500,66,1,19,1,2,3,4,8
6,1097,1040,480,1097,2,6,1985,152000,85,1,20,1,2,3,4,8
5,1148,1148,672,1148,1,6,1959,132500,60,1,12,1,2,3,4,8
7,1372,1372,529,1372,2,6,2008,250580,108,1,21,1,2,2,5,6
5,1002,1002,902,1002,1,5,1970,148500,71,1,12,1,2,3,4,8
8,1646,1638,870,1646,2,6,2007,248900,107,1,23,1,2,2,5,6
4,1120,1040,544,1120,1,5,1961,129000,62,1,19,1,2,1,4,8
5,2320,0,672,1547,2,7,1950,169000,49,1,8,1,5,3,4,8
7,1949,1050,574,1062,2,8,1994,236000,94,1,20,1,5,2,4,8
5,894,894,308,894,1,5,1962,109500,63,0,12,1,2,3,4,8
6,1682,804,523,804,2,7,1998,200500,99,1,5,1,5,2,4,8
5,910,105,414,910,1,5,1996,116000,54,1,12,1,2,2,4,8
5,1268,832,288,1036,1,6,1950,133000,50,1,12,1,2,3,4,8
5,1131,676,200,676,1,5,1950,66500,44,1,17,1,0,3,0,8
8,2610,1184,550,1184,2,11,2007,303477,108,1,21,1,5,0,5,6
4,1040,1064,648,1040,1,5,1963,132250,64,1,11,1,2,3,4,8
9,2224,1462,738,1462,2,10,2005,350000,105,1,16,1,5,0,4,8
5,1155,1109,576,1155,1,6,1995,148000,62,1,19,1,6,2,4,8
5,864,864,336,864,1,6,2005,136500,79,1,5,1,2,3,4,8
5,1090,1090,450,1090,1,5,2006,157000,106,1,7,1,2,3,4,8
7,1717,1156,400,1187,2,7,1991,187500,91,1,23,1,0,2,4,8
6,1593,808,389,808,2,7,1993,178000,93,1,8,1,5,3,4,8
4,2230,795,440,954,1,10,1950,118500,16,0,18,1,3,3,4,8
5,892,892,288,892,1,5,1967,100000,68,1,12,1,2,3,4,8
9,1709,1698,506,1709,2,5,2000,328900,100,1,21,1,2,2,0,1
5,1712,1626,588,1712,2,8,2005,145000,60,1,12,1,2,3,3,8
5,1393,816,300,872,1,8,1955,135500,56,1,7,1,0,3,4,8
8,2217,2217,621,2217,2,8,1970,268000,71,1,12,5,2,2,4,8
6,1505,1505,505,1505,1,6,1953,149500,54,1,12,1,2,3,4,8
5,924,672,576,672,1,6,2006,122900,50,1,12,1,0,3,4,8
6,1683,918,440,918,2,7,1978,172500,79,1,19,1,5,3,4,8
6,1068,1059,264,1068,1,6,2003,154500,64,1,19,1,2,3,4,8
5,1383,1383,354,1383,1,6,1954,165000,55,1,19,1,2,3,4,8
5,1535,0,400,1535,2,8,1979,118858,80,1,20,1,2,3,2,8
6,1796,780,483,983,1,8,1963,140000,64,1,12,1,5,3,4,8
4,951,951,327,951,1,6,1950,106500,39,0,9,1,2,3,0,8
5,2240,0,528,1120,2,12,1979,142953,80,1,20,1,5,3,2,8
9,2364,2330,820,2364,2,11,2010,611657,110,1,16,1,2,0,5,6
5,1236,912,288,1236,1,6,1994,135000,62,1,19,1,2,3,4,8
4,858,858,684,858,1,4,1971,110000,72,1,12,1,2,3,4,8
5,1306,992,756,1306,1,5,2000,153000,58,1,12,1,2,3,4,8
7,1509,783,393,807,2,8,2003,180000,104,1,8,1,5,2,4,8
7,1670,1670,690,1670,2,7,2006,240000,107,1,8,1,2,2,5,6
5,902,876,288,902,1,6,1967,125500,68,1,19,1,2,3,4,8
5,1063,1056,280,1063,1,6,1954,128000,55,1,12,1,2,3,4,8
8,1636,1623,865,1636,2,8,2006,255000,107,1,21,1,2,2,4,8
7,2057,1017,180,1020,1,6,1987,250000,39,1,6,1,0,2,4,8
5,902,864,484,902,1,5,1983,131000,84,1,11,1,2,3,4,8
6,1484,742,390,742,2,8,2005,174000,106,1,8,1,5,2,4,8
5,2274,1105,480,1105,2,12,1960,154300,61,1,12,1,5,3,4,8
5,1268,1268,252,1268,1,5,1989,143500,78,1,5,1,2,2,4,8
5,1015,768,450,1015,1,6,1950,88000,29,0,3,1,2,3,0,8
5,2002,1001,871,1001,2,8,1950,145000,50,0,6,1,5,3,4,8
6,1224,612,528,612,2,4,2009,173733,110,1,21,1,5,2,5,6
4,1092,546,286,546,1,6,1970,75000,71,1,10,1,5,3,4,8
2,480,480,308,480,0,4,1950,35311,50,0,9,1,2,3,0,8
4,1229,1134,284,1229,1,6,1956,135000,57,1,7,1,2,3,4,8
7,2127,1104,833,912,2,8,1991,238000,92,1,20,1,5,2,4,8
6,1414,1184,601,1414,1,6,2002,176500,59,1,12,1,2,3,4,8
6,1721,928,471,936,2,7,1994,201000,95,1,20,1,5,2,4,8
5,2200,1272,0,1272,2,9,2003,145900,9,1,7,1,0,3,4,8
6,1316,1316,397,1316,2,6,2006,169990,106,1,8,1,2,2,5,6
6,1617,1604,533,1617,2,5,1994,193000,94,1,20,1,2,2,4,8
6,1686,1686,612,1686,2,7,1980,207500,81,1,14,1,2,3,4,8
5,1126,1126,540,1126,2,6,1977,175000,78,1,14,1,2,0,0,8
8,2374,1181,656,1234,2,10,2004,285000,104,1,16,1,5,0,4,8
7,1978,832,486,1098,2,9,1968,176000,69,1,14,1,5,3,4,8
8,1788,1753,522,1788,2,7,2001,236500,102,1,5,1,2,0,4,8
7,2236,964,642,993,2,8,1997,222000,98,1,8,1,5,2,4,8
8,1466,1466,610,1466,2,7,2007,201000,108,1,23,1,2,2,4,8
5,925,925,429,925,1,5,1965,117500,66,1,12,1,2,3,4,8
9,1905,1905,788,1905,2,8,2006,320000,107,1,21,1,2,0,4,8
7,1500,1500,570,1500,2,6,2004,190000,105,1,5,1,2,2,4,8
7,2069,585,505,2069,2,9,2007,242000,61,1,12,5,2,2,4,8
4,747,600,528,747,1,5,1953,79900,30,1,3,1,2,3,4,8
7,1200,1176,555,1200,2,5,2003,184900,104,1,20,1,2,2,4,8
7,1971,1113,689,1113,2,8,2005,253000,106,1,21,1,5,2,4,8
7,1962,1391,868,1391,2,7,2006,239799,107,1,5,1,5,2,5,6
7,2403,1032,349,1207,2,10,1950,244400,43,1,4,1,5,3,4,0
6,1728,1728,574,1728,2,8,1976,150900,77,1,11,1,2,3,4,8
7,2060,992,390,1022,2,8,1999,214000,100,1,8,1,5,2,4,8
4,1440,1440,0,1440,2,8,1977,150000,78,1,7,1,2,3,0,7
5,1632,1632,576,1632,2,8,1967,143000,68,1,11,1,2,3,4,8
6,1344,819,525,1344,1,7,1958,137500,59,1,23,1,7,2,0,0
5,1869,1088,456,1188,1,7,1996,124900,5,1,17,1,0,3,4,8
5,1144,1144,796,1144,1,6,1959,143000,60,1,12,1,7,3,4,8
8,1629,1616,808,1629,2,9,2003,270000,103,1,23,1,2,2,4,8
7,1776,936,474,936,2,7,2002,192500,103,1,5,1,5,2,4,8
6,1381,1161,676,1381,1,5,2006,197500,73,1,14,1,2,2,4,8
5,864,864,720,864,1,5,2002,129000,51,1,12,1,2,2,4,8
5,965,828,300,965,1,6,1965,119900,66,1,20,1,2,3,0,8
5,768,768,396,768,1,5,2003,133900,73,1,5,1,6,3,4,8
5,1968,784,530,1168,2,7,1969,172000,70,1,11,1,5,3,4,8
6,980,945,0,980,2,4,1975,127500,76,1,7,5,6,3,1,8
6,1958,979,492,979,2,8,1950,145000,47,0,6,1,5,3,4,8
6,1229,561,462,561,1,5,1980,124000,81,1,1,1,5,3,4,8
5,1057,1057,576,1057,1,6,1962,132000,63,1,19,1,2,3,4,8
7,1337,1337,531,1337,2,6,2003,185000,104,1,5,1,2,2,4,8
7,1416,696,484,696,2,6,1999,155000,100,1,21,1,5,2,4,8
5,858,858,0,858,1,4,2008,116500,59,1,3,1,2,3,4,8
6,2872,1330,619,1542,2,11,1995,272000,78,1,14,1,5,3,4,8
6,1548,804,440,804,2,7,1976,155000,77,1,13,1,5,2,4,8
9,1800,1800,702,1800,2,7,2007,239000,108,1,5,1,2,0,4,8
7,1894,817,510,824,2,8,2003,214900,103,1,23,1,5,2,4,8
6,1484,783,393,783,2,8,2007,178900,106,1,8,1,5,2,5,6
5,1308,728,256,976,1,7,1950,160000,43,1,6,1,0,3,4,8
5,1098,1098,260,1098,1,6,1955,135000,56,1,12,1,2,3,4,8
3,968,600,0,600,1,6,1950,37900,14,0,17,1,0,3,0,8
6,1095,588,264,1095,1,6,1958,140000,59,1,12,1,7,3,4,3
4,1192,720,0,720,1,6,1950,135000,50,0,12,1,0,3,0,8
7,1626,764,474,764,2,6,2004,173000,104,1,16,1,5,2,4,8
6,918,918,264,918,2,5,1979,99500,80,1,20,1,2,3,4,8
7,1428,1428,480,1428,2,6,2008,182000,108,1,21,1,2,2,5,6
7,2019,728,532,1136,1,8,1993,167500,14,0,3,1,5,2,4,8
7,1382,673,490,673,2,6,2000,165000,101,1,21,1,5,2,4,8
4,869,440,0,869,1,4,1958,85500,27,1,3,1,2,1,4,8
7,1241,1241,569,1241,1,4,2007,199900,107,1,21,1,2,2,5,6
4,894,894,400,894,1,5,1954,110000,55,1,7,1,2,3,0,8
5,1121,1121,480,1121,1,5,1963,139000,64,1,19,1,2,3,4,8
7,999,944,588,999,1,6,2007,178400,62,1,12,1,6,0,4,8
8,2612,1225,676,1276,2,8,1999,336000,99,1,15,1,5,2,4,8
7,1266,1266,388,1266,2,6,2007,159895,108,1,0,1,2,2,4,8
8,2290,1128,779,1149,2,9,2002,255900,103,1,5,1,5,2,4,8
5,1734,0,539,1302,2,8,1977,126000,78,1,11,1,0,2,4,0
5,1164,1164,240,1164,1,5,1950,125000,51,0,7,1,2,3,4,3
6,1635,485,255,1001,1,5,2003,117000,14,1,17,1,0,2,4,8
9,1940,1930,606,1940,2,8,2010,395192,110,1,16,1,2,0,5,6
6,2030,848,551,1118,2,8,1976,195000,77,1,14,1,5,2,4,8
7,1576,770,614,778,2,6,2006,197000,107,1,21,1,5,2,5,6
8,2392,1396,870,1407,2,7,1998,348000,98,1,15,1,5,2,4,8
8,1742,916,424,916,1,8,1986,168000,3,1,17,1,5,2,4,8
6,1851,822,440,1020,2,7,1993,187000,65,1,12,1,5,2,4,8
6,1500,750,564,750,2,6,2006,173900,106,1,5,1,5,2,5,6
10,1718,1700,786,1718,2,7,2007,337500,107,1,16,1,2,0,4,8
4,1230,747,305,774,1,5,1950,121600,47,1,3,1,0,3,0,8
5,1050,1050,368,1050,1,6,1961,136500,62,1,12,1,2,3,4,0
6,1442,1442,615,1442,2,6,1970,185000,71,1,14,1,2,3,4,8
3,1077,1007,210,1077,1,6,1950,91000,26,0,9,1,2,3,4,8
7,1208,1187,632,1208,2,6,2006,206000,107,1,5,1,2,2,4,8
3,944,0,528,944,1,4,1952,82000,53,0,7,5,2,1,4,8
5,691,691,216,691,1,4,1950,86000,24,1,17,1,2,0,0,8
8,1574,1574,824,1574,2,7,2006,232000,107,1,21,1,2,2,4,8
5,1680,1680,528,1680,2,8,1976,136905,77,1,14,1,2,3,4,8
7,1504,1346,457,1504,2,7,2006,181000,106,1,0,1,2,2,4,8
5,985,985,328,985,2,6,1977,149900,78,1,5,1,7,3,4,8
6,1657,1657,484,1657,2,7,1970,163500,71,1,12,1,2,3,4,8
4,1092,546,286,546,1,6,1970,88000,71,1,10,1,5,3,4,8
7,1710,1710,550,1710,2,7,2005,240000,105,1,11,1,2,2,4,8
5,1522,1008,0,1008,2,7,1950,102000,30,1,18,1,0,3,4,8
5,1271,720,312,720,2,7,1950,135000,49,1,19,1,0,3,4,8
5,1664,0,0,1664,2,8,1965,100000,66,0,7,1,2,3,4,8
6,1502,602,180,900,1,7,1996,165000,27,1,6,1,5,2,4,8
5,1022,1022,280,1022,1,4,2006,85000,14,0,17,1,2,3,4,8
6,1082,1082,240,1082,1,5,1950,119200,49,1,12,1,2,3,4,8
8,1665,810,528,810,2,6,2001,227000,102,1,14,1,5,2,4,8
7,1504,1504,478,1504,2,6,1996,203000,97,1,5,1,2,2,4,8
8,1360,1220,565,1360,1,4,1984,187500,85,1,22,1,2,2,0,0
7,1472,384,402,802,2,7,1992,160000,92,1,8,1,7,2,4,8
7,1506,1362,440,1506,2,6,2005,213490,106,1,0,1,2,2,4,8
4,1132,1132,451,1132,1,5,2005,176000,106,1,7,1,2,2,4,8
7,1220,1199,632,1220,2,6,2006,194000,107,1,5,1,2,2,5,6
5,1248,912,160,912,1,6,1950,87000,34,1,17,1,0,3,4,8
7,1504,1346,437,1504,2,7,2006,191000,106,1,0,1,2,2,4,8
8,2898,1565,665,2898,2,10,1976,287000,77,1,23,6,2,2,0,0
5,882,882,461,882,1,5,1972,112500,73,1,5,1,2,3,4,8
5,1264,1268,461,1264,1,6,1960,167500,61,1,12,1,2,3,4,8
8,1646,1638,800,1646,2,7,2008,293077,108,1,23,1,2,2,5,6
5,1376,768,240,968,1,6,1950,105000,44,1,12,1,0,3,4,8
6,1218,672,264,672,1,7,1972,118000,73,1,2,1,5,3,4,8
5,1928,686,0,948,2,10,1995,160000,20,1,18,1,5,3,4,8
7,3082,824,672,1687,2,12,1970,197000,24,1,18,1,3,3,4,8
8,2520,1338,796,1352,2,10,1993,310000,94,1,15,1,5,2,0,8
7,1654,1654,900,1654,2,6,2002,230000,103,1,5,1,2,2,4,8
5,954,920,240,954,1,5,1950,119750,41,1,6,1,2,1,4,8
4,845,0,290,845,1,5,1957,84000,58,0,7,1,2,3,4,8
9,1620,1620,912,1620,2,6,2008,315500,108,1,23,1,2,0,4,8
8,2263,1055,905,1055,2,7,2002,287000,102,1,5,1,5,2,4,8
4,1344,546,0,798,1,6,2008,97000,71,1,10,1,5,3,4,8
4,630,630,286,630,1,3,1970,80000,71,1,10,1,6,3,4,8
5,1803,1134,484,1803,2,8,2000,155000,58,1,19,1,2,3,4,8
6,1632,800,484,800,1,7,2000,173000,67,1,14,1,5,2,4,8
6,1306,1306,624,1306,2,5,2005,196000,106,1,16,1,2,2,4,8
7,2329,1475,514,1532,2,10,1990,262280,91,1,20,1,5,2,4,8
8,2524,2524,542,2524,2,9,1981,278000,82,1,14,7,2,2,4,8
3,1733,0,452,1733,2,8,1955,139600,56,1,7,1,2,3,4,8
9,2868,1992,716,1992,3,11,2006,556581,106,1,22,1,5,0,5,6
5,990,990,672,990,1,5,1995,145000,95,1,5,1,2,3,4,8
5,1771,0,336,1771,1,9,2006,115000,61,1,11,1,2,3,4,8
4,930,0,308,930,1,6,2006,84900,47,1,7,1,2,2,0,8
7,1302,1302,436,1302,2,6,2007,176485,108,1,8,1,2,2,5,6
7,1316,1316,440,1316,2,6,2007,200141,108,1,5,1,2,2,5,6
6,1977,816,540,1127,1,9,1978,165000,65,1,12,1,5,3,4,8
5,1526,1216,364,1526,1,7,2002,144500,58,1,7,1,2,3,4,8
8,1989,1065,586,1091,2,7,2002,255000,103,1,5,1,5,2,4,8
6,1523,1193,478,1523,2,7,1976,180000,77,1,14,1,2,3,0,0
7,1364,1364,484,1364,2,6,2005,185850,106,1,16,1,2,2,4,8
7,1850,973,467,979,2,7,1994,248000,95,1,15,1,5,2,4,8
9,2184,1104,836,1130,2,10,2008,335000,109,1,16,1,5,0,4,8
6,1991,854,432,1096,1,7,1950,220000,36,1,6,1,0,3,4,8
8,1338,1338,582,1338,2,6,2001,213500,102,1,22,1,2,2,4,8
3,894,894,1248,894,1,6,1950,81000,38,1,9,1,2,3,4,3
5,2337,662,560,1422,2,10,1950,90000,9,0,17,1,5,3,4,8
6,1103,1103,440,1103,1,5,1980,110500,29,1,17,1,2,2,4,8
5,1154,1154,480,1154,1,6,1966,154000,67,1,12,1,2,3,4,8
7,2260,1306,533,1306,2,7,1997,328000,97,1,4,1,5,2,4,8
6,1571,799,380,799,2,7,1994,178000,94,1,8,1,5,3,4,8
6,1611,780,442,798,1,7,1964,167900,65,1,12,1,5,3,4,8
6,2521,942,576,1291,2,10,1973,151400,74,1,10,1,5,3,4,8
5,893,845,576,893,1,4,2003,135000,50,1,12,1,1,2,4,8
5,1048,1048,286,1048,1,6,1956,135000,57,1,12,1,2,3,4,8
6,1556,727,441,829,1,8,1968,154000,69,1,14,1,5,3,4,8
5,1456,810,280,1002,1,7,1950,91500,49,1,7,1,0,3,4,8
6,1426,690,440,698,1,6,1977,159500,78,1,7,1,5,3,4,8
7,1240,1240,826,1240,2,5,2006,194000,107,1,5,1,2,2,4,8
7,1740,800,240,960,1,6,1984,219500,43,1,6,1,5,3,4,1
5,1466,796,566,1096,2,7,1989,170000,39,1,17,1,0,2,4,8
5,1096,1096,299,1096,1,6,1969,138800,70,1,12,1,2,3,0,8
6,848,848,420,848,1,3,2004,155900,105,1,5,1,2,2,4,8
5,990,990,299,990,1,5,1994,126000,95,1,5,1,2,3,4,8
6,1258,1258,528,1258,2,5,2004,145000,72,1,14,1,2,2,0,0
5,1040,1040,308,1040,1,5,1963,133000,64,1,19,1,2,3,4,8
7,1459,1459,527,1459,2,6,2002,192000,103,1,5,1,2,2,4,8
6,1251,1251,461,1251,1,6,1964,160000,65,1,12,1,2,3,4,8
6,1498,691,409,691,2,6,1996,187500,96,1,8,1,5,3,4,8
6,996,936,564,996,1,5,1992,147000,93,1,20,1,6,2,4,8
4,1092,546,286,546,1,6,1973,83500,74,1,10,1,5,3,4,8
8,1953,1082,1043,1082,2,9,2006,252000,106,1,21,1,5,2,4,8
7,1709,970,380,970,2,7,2004,137500,105,1,7,1,5,2,4,8
8,1247,1247,550,1247,1,4,2005,197000,106,1,21,1,2,2,4,8
3,1040,0,400,1040,2,6,1950,92900,51,0,12,1,2,3,4,8
7,1252,600,462,624,2,4,2000,160000,100,1,21,1,5,2,4,8
